	chr9:92710961-92711110	chr9:92711111-92711260	chr9:92711261-92711410	chr9:92711411-92711560	chr9:92711561-92711710	chr9:92711711-92711860	chr9:92711861-92712010	chr9:92712011-92712160	chr9:92712161-92712310	chr9:92712311-92712460	chr9:92712461-92712610	chr9:92712611-92712760	chr9:92712761-92712910	chr9:92712911-92713060	chr9:92713061-92713210	chr9:92713211-92713360	chr9:92713361-92713510	chr9:92713511-92713660	chr9:92713661-92713810	chr9:92713811-92713960	chr9:92713961-92714110	chr9:92714111-92714260	chr9:92714261-92714410	chr9:92714411-92714560	chr9:92714561-92714710	chr9:92714711-92714860	chr9:92714861-92715010	chr9:92715011-92715160	chr9:92715161-92715310	chr9:92715311-92715460	chr9:92715461-92715610	chr9:92715611-92715760	chr9:92715761-92715910	chr9:92715911-92716060	chr9:92716061-92716210	chr9:92716211-92716280	chr9:92716281-92716360	chr9:92716361-92716510	chr9:92716511-92716660	chr9:92716661-92716810	chr9:92716811-92716960	chr9:92716961-92717110	chr9:92717111-92717260	chr9:92717261-92717410	chr9:92717411-92717560	chr9:92717561-92717710	chr9:92717711-92717753	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001549.1.39d54d28-22ca-4f58-9a1f-a50682364d11.fc.signal	5.26411	1.65065	0.901396	0.786976	0.793548	0.108671	0.143556	0.333427	0.216539	0.452876	0.637729	1.07082	1.72118	4.67986	6.40759	8.76922	12.6369	10.1153	20.8853	20.738	15.3735	16.4181	11.9239	9.99469	17.1535	20.8028	16.6727	20.7942	25.789	16.08	14.5949	19.61	10.9469	12.7826	14.4684	8.34667	4.63084	3.63929	1.00348	0.583217	0.925166	2.65185	3.1528	2.0438	8.16116	7.94812	13.8585	0.736471
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001913.1.f508f1a3-4076-4925-b02f-30538e0b1e91.fc.signal	3.93143	1.63036	1.85169	1.52233	1.02753	0.150784	0.0351368	0.455439	0.44573	0.977396	0.685573	0.142668	0.615046	1.69694	3.34373	4.3671	2.5621	4.52903	6.66381	7.39946	8.25217	5.25104	4.98742	5.58602	6.3125	6.8723	10.1992	9.51079	5.77746	4.8846	6.42311	6.44245	6.31561	7.63995	8.05671	6.42711	3.47946	2.23464	2.41346	1.62936	2.94622	5.18468	5.52813	5.31349	6.12094	7.90926	8.87279	0.606933
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000129.3.10d36a04-e044-4c40-9b45-3ef18c963298.fc.signal	5.74148	6.5509	7.19238	5.05585	3.03924	2.07249	2.18551	2.43069	4.76012	2.98914	1.28205	2.0197	3.78951	1.99394	4.94535	9.52836	11.5495	8.1082	9.15593	10.4147	9.38306	8.48157	7.83339	4.71131	1.95096	7.77801	9.21324	6.36907	8.53164	10.7914	10.7198	10.6774	10.5852	6.089	3.56718	1.9452	1.64984	3.8494	3.65558	1.78965	5.69751	4.80039	6.94225	12.7376	13.4768	11.6554	11.3833	0.339806
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000810.3.9e9df775-6e31-4b38-8623-9e8c7d5df85e.fc.signal	1.16594	2.08112	1.71763	1.53502	1.12836	0.578322	0.456874	1.23742	1.30309	1.39285	2.27343	2.02863	2.46456	2.14023	1.78464	3.02526	3.0536	0.846442	1.29907	1.80305	4.47738	1.95703	2.32099	2.55405	2.35731	2.06622	2.06903	3.2197	0.610327	0.669141	1.45029	1.87306	0.960421	2.31258	1.67145	2.51987	0.684997	0.754553	1.32965	0	1.66309	0.82654	1.64639	2.30142	3.41942	1.11651	0.532296	0.598651
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001010.4.1f4a36e3-e29e-4226-9261-3edae284095c.fc.signal	2.48734	2.1041	1.50634	1.441	0.384633	0.291962	0.652331	1.68597	1.51469	2.21576	0.772212	0.284667	0.889518	2.31519	1.37518	0.950866	1.85518	2.19753	2.06262	1.84554	1.91201	1.42151	1.55202	2.07899	2.46774	2.84649	2.32976	2.80305	2.61688	2.19203	1.76292	1.40026	1.60056	1.17911	1.10379	0.643345	0.280514	0.285748	0.22458	0.454208	0.698869	1.11992	1.39452	1.00197	1.54953	2.21131	2.61162	0.328767
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.78afa2e5-5711-4b0e-8724-55134969481b.fc.signal	7.73149	7.73022	7.91543	7.3269	4.92919	3.07665	1.34879	3.26641	3.09427	6.87837	3.70739	1.63094	3.69905	8.58776	9.67471	12.8734	21.467	11.4665	9.96926	16.6113	13.3499	8.72553	7.67288	10.3136	12.2911	19.3123	23.0672	18.5889	16.9156	11.2046	15.5465	10.1199	5.98603	12.9765	12.6258	8.63162	7.48424	7.59375	2.3122	5.69531	6.20148	4.71985	5.51122	4.87481	6.19661	7.68803	5.75242	0.319333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.66fe7e60-cc70-422a-8d7c-594c9a55eec8.fc.signal	3.44752	5.83412	3.85869	2.98279	1.42336	1.5037	2.50053	4.86057	3.55081	2.86133	2.87919	2.95737	2.13772	4.49393	6.37481	7.35176	5.34019	4.79274	5.74409	4.0859	3.30302	4.29044	6.21087	4.49107	6.01336	4.4878	5.79588	4.20484	3.9517	5.2265	10.1719	7.31779	3.99875	6.77093	3.42427	2.02452	0.790408	4.10284	4.54373	2.61425	4.00282	4.04652	5.05394	4.43352	5.30731	8.91536	6.91922	0.605263
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003837.4.d181cff2-e0ec-4d8f-83df-ad2768d9574c.fc.signal	0.891633	1.67475	2.93878	1.48785	1.37176	1.70742	1.48012	0.574205	1.05006	1.63706	2.33689	2.12054	3.56922	2.0825	2.23042	1.73923	1.95974	1.53645	2.06334	2.05053	3.47259	2.70967	3.25576	4.35885	4.58574	6.43093	2.83231	3.13455	1.21711	1.32524	1.98829	1.47333	0.899151	1.85846	1.70765	2.35084	1.55007	2.2738	1.33759	2.11062	3.1709	2.49499	3.59358	2.98036	2.77911	3.3489	4.09057	0.796937
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000828.1.ad8aa122-d0d8-45b6-96f2-58aee53acfb7.fc.signal	1.49837	3.28987	4.93157	4.14609	2.51695	2.09686	1.70731	4.23457	2.52995	3.75487	4.74158	1.56498	2.37114	3.10421	3.61558	2.93806	4.59282	3.15962	3.02278	3.06841	9.52436	6.14325	6.19212	5.88268	6.81364	8.00647	7.13351	2.89899	0.514651	1.68731	2.63843	2.63846	1.18565	1.55047	1.72311	3.62958	4.37902	3.08472	2.20521	0.762215	0.407154	1.33875	4.71657	0.95441	0.189951	0.224748	1.284	0.666667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.7bdb9455-2f7b-4363-a63c-08451bdd557e.fc.signal	2.38366	2.13038	2.5673	1.85741	2.47231	1.88854	1.35569	1.04766	0.948322	1.47813	1.81921	2.49804	2.1367	2.05577	1.68641	1.78984	2.43854	1.47537	1.45585	1.41459	0.994715	1.10493	1.61868	2.99014	2.07044	1.65473	1.36226	1.10531	1.32272	0.721857	0.284225	1.25095	1.26557	0.794289	0.949501	1.38552	0.878589	0.634593	0.701466	0.270298	0.898091	0.72437	0.508314	0.650432	1.2437	1.10629	1.39017	0.125738
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.58ebbf7c-ff66-46f2-b210-b717cb3c6af7.fc.signal	4.86534	3.51556	3.34424	2.84431	4.92182	5.30396	6.2653	5.17667	4.65631	4.25417	3.35148	3.36746	4.79611	5.9549	7.71665	6.84059	5.43467	5.76868	6.14881	5.75381	5.80654	5.52816	5.62677	3.87666	4.44182	5.81134	5.50036	6.57746	6.74137	5.19365	7.49362	6.77402	7.00462	6.9448	4.66383	3.71141	2.60589	3.42669	2.68967	2.95555	3.93551	4.60036	3.83897	3.74768	4.70324	5.14419	4.56193	0.29659
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001236.5.dd479f7b-7d31-4292-a54c-bd7a49572346.fc.signal	3.92096	4.92317	3.32045	1.92993	0.695433	0.214911	1.43362	5.10064	3.3129	4.99562	0.449071	0.279414	1.28241	6.28898	3.02288	2.36495	4.49669	4.29343	6.76891	6.71715	3.4154	1.97627	2.30567	3.50118	5.84745	6.31826	6.67939	8.80212	6.81228	5.79766	6.79468	3.33438	4.90067	4.28583	4.62479	3.87888	1.13794	1.59868	1.53196	0.840427	1.31113	1.89451	1.954	2.84555	4.4398	7.69328	6.33854	0.304553
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000343.2.e10bdb64-0a71-475a-a46c-71845129ee7e.fc.signal	8.23219	7.58417	7.38448	4.44201	5.07108	5.0178	3.60435	6.8875	5.2296	6.75486	6.30445	3.34509	8.03113	9.19903	13.5282	15.2259	8.86134	9.59372	12.4803	8.81285	7.74275	14.642	15.4675	13.694	13.2182	15.8832	17.9121	16.6302	13.7841	13.5282	12.9591	15.4928	8.16982	7.26917	6.63468	4.93899	5.56846	4.81888	6.50444	2.09755	6.53495	8.05853	8.92334	12.1837	12.3776	7.56264	13.0898	0.348276
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003842.2.dde9814b-8b78-4af3-b9ef-87186b3ed1fd.fc.signal	2.4913	1.67377	1.58055	1.49777	1.218	0.918637	1.96652	1.73976	1.39157	0.525896	1.49879	3.83612	3.07639	2.13964	3.00405	1.71331	1.82183	3.07954	0.882092	1.1382	1.48661	1.53387	1.69321	3.14027	3.78574	4.1139	2.81021	1.9824	0.832062	0.143295	0.748417	1.50334	2.67362	1.05689	0.817876	0	0.258941	1.44541	1.38017	0.717616	0.543376	0.617811	0.303243	0.752618	0.64005	0.945299	1.33137	0.111582
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000335.2.2bc104d8-deb7-4fd8-ad67-65852c2b7651.fc.signal	7.53616	8.02398	4.43311	2.99759	2.44316	1.84192	0.642053	1.02583	1.93941	3.58837	1.32928	1.82343	4.07478	4.81224	4.86143	7.62834	7.3817	7.02537	5.9625	6.00509	8.41406	8.47764	7.16912	6.4386	6.94705	6.81868	5.86077	7.64334	9.11478	11.8806	20.6498	19.0644	15.6037	12.7938	10.6613	4.64346	3.35131	4.99204	3.56418	3.37608	6.71134	5.72755	5.27607	7.58178	12.0774	11.0427	13.5592	0.849421
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000321.2.34b4c08e-0c15-430a-a6c5-dc1cf4b41a2e.fc.signal	0.578972	0.555001	0.912445	1.51898	1.01142	0.724566	1.30371	1.70263	1.41039	1.53964	1.4254	1.77786	4.47826	4.59105	4.1476	2.96432	3.75182	4.75733	5.31934	6.71089	4.45003	4.11759	6.01694	4.69176	5.72927	6.82765	4.08855	1.57328	0.195604	2.02292	5.34143	1.93086	3.50969	5.81144	2.43616	1.91856	1.90219	2.77658	3.67981	3.28314	3.337	6.11652	6.95414	8.84185	2.85933	5.79534	3.28973	0.488712
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.5cbd82b6-3f49-4678-a37b-78e82b7626ea.fc.signal	1.90613	2.30643	2.08225	0.860831	0.128787	0.149409	1.55179	3.02082	2.84545	2.78773	1.41553	0.630696	2.63939	4.14645	3.14975	3.31159	3.56708	3.64563	4.42487	4.51734	4.65575	3.89332	3.55546	3.80256	3.7368	4.36208	5.11473	4.14361	3.73847	3.87713	3.07463	2.97467	2.8491	2.48521	2.97303	2.82889	2.32831	1.6614	1.2578	1.04857	1.60954	2.26785	2.75762	3.02192	3.57373	4.31039	4.21403	0.318548
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.2cba5936-f140-44e1-bb8c-03b1b31528e1.fc.signal	4.18342	3.85832	1.38508	0.088575	0	0.00528967	0.25973	1.22692	1.79048	1.56034	0.626168	0.244252	1.65681	2.80438	2.50162	1.7628	1.80351	2.48583	2.99242	3.26443	3.57875	3.40729	2.87987	3.57381	3.09133	3.48747	3.26664	3.09659	3.19368	2.83419	2.10691	1.83592	2.56616	3.48192	3.50413	2.81216	2.5749	1.95918	1.56808	1.10601	1.08044	1.70801	2.14431	2.90644	3.8598	3.61054	3.18438	0.390849
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001482.1.18665c0d-6177-476e-bfd1-50a3da407753.fc.signal	10.3674	4.12813	4.90091	4.77669	4.09649	3.95558	2.06247	1.9868	2.8478	3.76886	2.87054	2.63952	8.26846	9.34452	8.53554	9.76815	10.6967	14.7428	18.3461	17.0729	13.7177	17.1559	13.2879	18.0772	19.2922	18.6254	20.1981	21.255	25.4937	18.8016	17.9233	16.869	16.6728	18.1448	15.9127	6.07651	4.62486	7.01239	4.90909	4.01665	3.24943	4.29511	5.08559	5.05661	6.84849	10.8862	12.8802	0.575581
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.28efaa97-cdc8-4335-83a3-064d42b1fd10.fc.signal	3.17611	1.20518	0.855979	1.28648	0	0	0	0	1.15368	1.65713	2.5945	0	0.335574	1.88249	2.45732	3.3472	3.64166	0.822749	6.08122	3.26154	4.74911	6.65478	4.17643	7.3339	6.6581	4.27651	4.30507	4.32585	5.44448	2.77363	2.52695	3.38145	5.60135	3.53277	1.64958	1.21537	0.467825	0.895352	0.365089	0.519676	2.89533	4.26522	1.2401	4.54458	5.11288	2.79766	0.11613	0.209302
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000243.3.f32467cb-d7e9-4f5b-9c6b-68e4e838bc49.fc.signal	4.04438	1.96422	1.10551	0.604722	0.214653	0.0455955	0.54554	1.53584	2.51185	2.10256	0.41586	0.0189056	0.318124	0.58387	0.726573	0.973347	1.43915	1.73586	2.02335	2.89385	2.79312	3.08516	2.92494	3.83739	3.33113	2.36842	1.72751	1.64057	1.9193	1.87138	1.33034	1.3107	1.69891	1.9062	2.02356	1.60679	1.32377	1.57148	2.0586	1.58417	1.4424	1.78609	2.15743	2.8132	2.67941	2.92491	2.49281	0.221905
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000229.3.88fcdf4d-dd2c-424a-91c6-ca3469132544.fc.signal	6.79746	6.23517	7.89211	3.5958	0.544051	0.0807379	1.51638	4.34349	4.2646	5.11005	1.94148	0.274951	3.43785	6.51326	6.29753	6.1435	7.06545	7.59869	6.50275	5.71086	5.25899	3.94469	2.7261	2.70711	3.85961	5.51027	8.25173	8.58329	9.83129	6.87552	4.50407	4.35299	6.33001	5.88625	4.47419	4.23021	3.36147	2.39523	1.57003	1.8524	2.61376	3.47547	3.53578	3.32395	3.87422	4.41493	6.4006	0.715719
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001935.1.43a724cd-c3b0-46db-9b56-bc285ebfa0a4.fc.signal	10.0723	7.00386	5.77573	6.46935	4.05404	3.38471	2.69345	3.38304	4.69258	5.43069	3.8991	4.60664	5.6993	5.94732	8.11067	9.97737	9.99224	9.97508	13.2288	10.1164	9.15184	10.0861	10.3573	9.4263	12.504	17.3847	14.3142	12.5601	14.3419	13.2966	16.5449	14.5267	10.4752	9.52845	13.8168	8.76491	5.42832	6.67131	4.71737	5.10296	7.54156	8.3596	12.26	9.06034	11.3235	13.911	10.1952	0.272608
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.309e9998-5ade-4caa-9bdd-4c0118af9852.fc.signal	2.12079	1.284	0.808885	0.2568	0.0735173	0.0265361	0.386286	1.32117	2.0472	1.72508	0.787837	0.464703	2.25224	2.99906	3.02057	2.87706	2.96051	3.73095	5.22967	5.56378	4.22392	3.86008	4.30178	4.16044	2.87142	3.60001	6.63638	8.58705	7.84121	6.1186	4.12112	3.42106	4.34374	4.91569	4.05966	3.50856	2.15116	1.08052	0.930177	1.42371	1.99163	2.08509	2.50867	4.0104	5.61083	6.28921	6.12697	0.424268
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003836.3.9aa71da8-fe78-48e5-b5e7-94900a3e3afc.fc.signal	2.81577	3.00023	2.27156	1.63004	2.87905	0.98624	0.916962	1.48391	1.06814	1.82807	1.92764	2.00362	2.46512	2.18953	2.20947	2.65692	2.41119	1.47228	1.81729	1.78783	1.68151	2.90177	2.52005	3.39767	3.25964	3.63188	3.16139	2.7055	1.84271	1.38386	2.54724	2.86242	2.63861	1.89503	1.20375	1.27414	0.757512	1.20851	1.14756	1.74811	1.78424	1.16935	0.657173	0.553404	1.26788	1.38743	1.37264	0.654371
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001905.1.4d60b2bb-7496-4719-a8ca-5aac334b58d2.fc.signal	12.8681	11.2306	8.59853	4.1418	3.11817	3.02848	4.9253	5.35944	4.88272	6.5574	4.27869	4.41332	5.37019	7.77183	7.78367	10.3596	12.2437	11.8031	17.2733	15.1816	14.8623	14.5776	7.91554	12.395	13.2026	12.6667	15.6641	20.2671	22.5315	15.8908	12.6658	11.3893	9.84858	10.2861	10.3122	8.72729	5.95856	4.79997	2.51577	1.57667	4.47257	8.03706	8.85442	12.1252	13.9158	16.1947	17.1419	0.580483
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000124.3.df5f72f3-4689-45a7-bd12-868d03c3926b.fc.signal	7.96871	7.64265	6.34918	6.49112	4.01187	2.28903	2.02211	3.05443	2.4251	6.37684	4.43658	2.97676	6.1375	4.69488	3.55851	9.82277	12.8779	11.7687	17.3229	16.6913	12.7384	10.3812	13.2296	9.17411	12.3858	16.6379	16.955	16.042	19.3649	12.091	8.01996	7.43804	9.34271	8.3509	10.5963	6.33563	5.14163	5.88478	1.56154	2.45324	3.68804	5.25161	9.59411	10.653	9.48635	11.162	13.3345	0.643836
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000831.3.69c22d57-7d08-4388-b028-b468a2554e8d.fc.signal	6.15273	5.73191	5.85975	5.80801	3.33797	3.00792	3.23911	2.49379	5.00595	5.78863	4.18036	3.96392	4.01303	6.62092	6.71105	5.70304	5.2465	8.02389	8.72411	5.6703	5.26802	8.30597	7.60241	7.2084	5.62439	6.75111	7.62411	7.98681	9.39929	6.67599	9.72813	9.0129	8.68824	6.53912	7.8069	8.45394	6.8401	5.67531	3.59546	2.04227	3.45694	5.18124	3.37684	5.66387	6.73441	7.27775	7.25522	0.476596
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000248.2.7e7b16e0-32c7-4b3c-8b31-09dd6bb73c23.fc.signal	13.3349	9.03056	7.51959	7.12089	3.22372	1.99956	3.75826	5.34867	6.03791	5.76335	5.6877	4.2819	4.95994	7.8871	12.2942	12.2194	13.2534	13.2933	17.0078	15.9379	18.8219	17.8226	15.6543	18.8808	15.1929	9.10399	18.8946	19.5781	20.8146	18.3379	16.5791	18.7357	17.2979	14.4667	10.0516	9.26862	7.10353	5.82215	2.93644	4.751	9.40295	13.9559	14.7508	14.5557	16.2337	18.5265	13.7339	0.43515
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004609.2.6c3f44c6-62c9-4da6-9a58-7978db5e3bda.fc.signal	1.39406	1.4134	0.814026	1.63933	0.706264	1.95575	3.21727	1.42605	1.01134	0.790407	1.02194	0.532523	1.32843	2.67409	1.57187	1.2581	1.40734	2.23079	1.06082	0.996849	1.71654	1.87718	1.24744	1.59734	3.22783	1.66006	1.88453	1.88862	0.645394	0.567294	0.295948	1.63373	2.53708	1.4252	2.01239	1.10882	1.18442	1.39933	0.645086	0.956858	0.866222	0.573124	0.466477	0.690407	0.423063	0.717449	1.04135	0.157136
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.02118243-425c-40d1-bfb1-ec1fb9f638e9.fc.signal	4.01804	4.03867	3.18203	1.66487	1.67149	1.21104	1.43576	4.46562	4.91315	3.41267	1.95163	1.00385	1.39787	2.18383	4.85367	2.95807	5.16918	9.83414	7.76122	7.4956	6.99077	9.40429	6.48747	4.50127	4.57875	4.91922	5.43198	6.3619	6.88114	4.72246	4.02892	2.42679	3.54037	3.3076	2.20159	0.771376	1.64316	1.75799	1.97681	3.46086	3.95961	3.6911	3.66583	7.11435	8.88104	10.0398	10.5117	0.048899
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001964.2.c9581d4d-c873-4911-9ee7-7d9f4821621a.fc.signal	2.66063	3.20438	3.11499	3.45012	2.41954	2.56663	2.52529	3.20401	4.92077	4.28785	3.57698	2.32702	4.19478	3.9468	4.84247	4.84955	5.21606	5.13396	3.82641	3.11878	4.32223	3.92425	4.02081	3.1876	2.98015	4.60219	3.95837	6.42221	5.78234	5.23986	4.01911	2.75098	2.69131	2.98626	2.39459	3.78094	4.53249	3.46039	2.66734	1.40295	2.60301	2.69394	2.75286	3.57744	3.5523	3.34107	3.93371	0.471662
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003813.1.6691e14a-7458-41f2-935d-5eff68a0a0fe.fc.signal	4.95429	3.40802	3.10784	3.69533	3.10036	3.07098	3.62229	6.51148	6.23147	6.60872	4.87246	3.73754	5.0011	5.4189	6.1865	7.95929	7.69918	9.70131	9.59832	7.47172	4.57472	5.72439	5.04982	5.54127	7.62346	8.53557	8.60613	12.9431	14.397	9.29456	7.38296	7.23673	7.00128	6.6438	6.39689	5.10128	3.23937	1.80283	1.24347	0.71814	2.58052	2.55198	3.89715	4.67624	7.76169	8.88404	10.5105	0.205021
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000121.3.e9ec476a-ba27-4442-9d25-8e1fc0abb738.fc.signal	9.48786	8.35732	4.79722	3.35693	1.59919	2.14507	2.56755	6.13462	5.75336	4.56507	3.93939	4.37292	3.11629	4.6295	5.34686	8.77357	8.84981	4.22184	8.2478	12.2851	7.46525	7.56738	8.41399	7.50348	6.59691	11.0398	12.7757	13.0411	13.7315	12.1247	10.1139	5.30309	4.06896	3.20465	4.6294	2.81714	2.52627	1.91517	2.50836	5.19478	3.0122	7.25445	7.32874	7.52321	8.86367	10.7628	12.251	0.260479
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001246.1.0d2e252f-fdf0-4490-be8c-8ad21f923cf2.fc.signal	9.52583	12.9929	12.1072	6.49939	3.97486	2.82948	2.99105	2.44301	5.00618	6.85581	5.80639	5.15478	5.7971	8.7894	7.75897	6.61432	12.6765	9.74627	7.38301	11.0666	7.9222	11.9805	15.1251	15.4124	12.9098	10.0123	17.3588	25.1523	24.7076	15.1622	20.3207	14.464	10.9422	12.8218	12.1486	8.91084	6.00142	3.09962	3.38354	2.85057	7.3157	9.0128	9.84341	13.6319	14.8588	12.2234	13.4245	0.407179
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001326.1.bfc7ca46-4235-475a-89b8-4d46ea8438fb.fc.signal	11.8333	10.4894	7.40919	5.04245	4.3492	3.38921	3.46764	6.05431	5.72906	4.72708	2.74213	4.50033	7.68084	6.20347	10.9889	12.3274	8.86432	12.043	11.62	13.0124	9.02212	6.10011	6.99304	7.64659	7.69529	11.9837	14.4641	16.2467	17.6926	16.4406	15.4573	17.5646	12.7289	15.1037	15.0182	10.168	4.81168	5.7387	4.60293	0.859667	5.41153	10.2709	7.27638	10.3578	10.1741	12.4897	12.3658	0.458506
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000184.3.4719a0c4-8b28-453d-9098-6f0dd0a2bebd.fc.signal	3.25416	2.90273	4.60651	1.82312	1.72293	2.36988	3.46909	2.1684	3.37004	2.71416	2.36499	2.60485	2.46456	3.39925	3.20823	5.91123	3.99369	4.10497	9.88823	6.23046	3.71265	7.30181	9.81758	7.93761	6.03623	10.1007	8.69539	6.68714	8.05403	5.47514	3.78981	7.5107	5.70685	5.78374	5.89194	3.86276	3.48032	2.41054	1.90354	0.955401	1.73079	2.94477	4.92509	5.18546	6.6426	4.06773	3.00083	0.108131
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000246.3.ce270c8d-29f4-452f-bda1-9304aa0691fd.fc.signal	2.40501	2.12311	1.72123	0.352164	0.0433644	0.00950667	0.540637	2.49936	3.78019	3.04219	0.958984	0.182993	2.02315	2.46342	2.1312	2.42683	3.07827	3.30956	3.47451	2.81644	1.97854	2.69467	2.75421	2.82918	2.94726	3.02038	2.87803	2.54326	2.56163	2.429	2.18294	2.00968	2.14989	1.8334	1.73994	1.25715	0.895763	0.986846	0.844207	0.476287	1.03969	1.37118	1.65944	2.07697	1.83269	2.19226	2.21423	0.647677
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001900.1.dbb73ee4-8810-4120-8cbd-bc932140ca51.fc.signal	6.46061	5.50153	3.70809	3.81695	3.47103	2.44697	2.3151	2.87584	3.88708	5.57692	3.80137	3.94538	3.6867	4.16994	5.78098	6.34855	6.59778	7.86187	8.39759	6.11723	8.30458	7.6971	6.94043	6.97045	6.2728	6.38585	7.7308	8.3129	8.43773	7.39475	7.99193	6.30703	4.02554	3.04241	2.89122	2.6944	2.09688	1.4441	1.01924	0.736061	1.45463	2.79047	4.13581	4.97211	7.18155	9.03749	9.49866	0.229358
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000718.3.3d668648-a4ff-43ad-ae6f-bcf86ce49985.fc.signal	8.64286	9.48361	6.05093	5.27172	1.74146	1.48189	1.52001	1.31115	3.23945	4.9748	4.05638	2.57866	8.06054	8.24926	6.98848	10.69	7.83189	8.38659	8.33867	7.79018	12.2977	15.3209	10.964	11.8287	12.4913	15.036	13.8769	12.6476	1.4106	2.33576	5.3945	13.381	8.87575	7.699	4.0214	4.03183	4.14511	6.14253	5.38408	2.27745	3.75053	6.16753	9.34712	10.9474	5.67787	9.04293	9.14372	0.447492
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.7de26b70-374a-4d7c-b754-070af0779bd1.fc.signal	1.46488	0.326267	0.8967	1.08755	1.18181	0.474939	1.6158	0.985817	1.68988	1.5581	1.44968	1.24879	1.56188	1.2141	0.887805	2.26839	1.41386	0.679175	1.52036	2.1197	1.37164	1.26732	1.6824	1.21852	1.95111	1.12525	1.5171	1.49375	0.838945	0.819011	0.683605	1.84668	1.75787	0.83678	0.747976	1.14046	1.32157	0.942498	1.00212	0.880004	1.27573	0.650313	0.929947	1.33167	0.961653	1.68686	2.69443	0.159223
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.e1f8eaf0-5c3e-4eb2-b864-0330dfef44b8.fc.signal	4.20922	3.39655	2.27853	1.90254	2.05909	1.09678	1.02836	3.02902	2.25675	1.36267	0	0.344844	1.13813	2.05872	2.6771	3.5412	4.79141	5.28953	7.15389	5.4596	3.59234	1.41728	2.15078	4.40701	3.93223	5.08216	5.50043	6.14869	4.77514	4.68846	3.54944	4.15648	2.94481	5.07989	4.60492	3.05095	0.553312	0.307503	1.11581	0.673579	1.25711	1.73866	1.82161	2.16922	2.18269	2.1448	3.59671	0.367301
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.102990be-2f15-4965-9094-d6b665cc5fb0.fc.signal	0.687233	1.50204	2.58194	2.18984	1.07035	0.721188	1.2054	2.93244	3.23319	2.57225	2.13265	1.4693	2.49581	2.70495	2.3207	3.18332	3.26645	2.68434	3.24709	3.65736	3.87433	4.10164	4.46003	4.07776	3.55852	3.50689	2.65939	2.50985	4.0675	4.06595	3.20919	2.93831	2.10128	2.30063	2.98982	3.04986	2.80094	3.29727	2.4612	1.17451	1.03353	3.12733	3.67751	3.0778	3.36486	3.21941	2.5966	0.594629
