	chr5:95650617-95650676	chr5:95650677-95650766	chr5:95650767-95650916	chr5:95650917-95651066	chr5:95651067-95651106	chr5:95651107-95651216	chr5:95651217-95651366	chr5:95651367-95651516	chr5:95651517-95651666	chr5:95651667-95651746	chr5:95651747-95651816	chr5:95651817-95651966	chr5:95651967-95652116	chr5:95652117-95652266	chr5:95652267-95652416	chr5:95652417-95652566	chr5:95652567-95652716	chr5:95652717-95652766	chr5:95652767-95652866	chr5:95652867-95652936	chr5:95652937-95653016	chr5:95653017-95653166	chr5:95653167-95653316	chr5:95653317-95653466	chr5:95653467-95653516	chr5:95653517-95653616	chr5:95653617-95653766	chr5:95653767-95653916	chr5:95653917-95653976	chr5:95653977-95654066	chr5:95654067-95654216	chr5:95654217-95654366	chr5:95654367-95654516	chr5:95654517-95654666	chr5:95654667-95654816	chr5:95654817-95654966	chr5:95654967-95655116	chr5:95655117-95655266	chr5:95655267-95655416	chr5:95655417-95655566	chr5:95655567-95655714	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004618.1.879a1f18-b540-46af-915e-104b0dc90a0d.fc.signal	0.772591	1.33789	1.44855	0.824147	0.281738	0	0	0.059258	0.404728	0.358322	0.00643414	0.106986	0.609667	0.156681	0.299443	0	0	0	0	0.202177	0.427908	0.144909	0.136338	0.488864	2.05049	2.4167	0.858123	0.561498	0	0.0467102	0.534263	1.18822	1.76075	0.656133	0.458203	0.401644	0.614466	0.238707	0.29784	1.05243	0.746943	0.508621
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000222.3.7658b8a6-5812-4677-9cbe-f1a8ce6799e6.fc.signal	0.40917	0.711182	0.79831	1.17389	1.26868	0.708519	0.437865	0.680515	0.515776	0.95514	1.09997	0.335517	0	0	0	0	0.351887	1.825	3.10373	3.45769	2.50632	0.62606	0.707863	0.825173	0.458269	0.415744	1.01205	1.14977	0.562263	0.0431891	0	0	0	0	0	0	0	0.0081832	0.495094	0.761055	0.183849	0.417411
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000332.2.1a052aa3-c30b-4bd9-a36e-88509a9880d1.fc.signal	0	0	0.411383	0.146742	0	0	0	0.534753	0.0966399	0	0	0	0	0.435346	0.178137	0	0.231475	0.430844	0.151219	0	0.437473	0.78459	0.570964	1.10085	0.596687	0.333598	0.172812	0.411332	0.502696	0	0	0	0	0	0	0	0.270595	0.210741	0.261025	0.308828	0	0.442211
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000225.3.90fb793d-bf48-425a-b77e-fd333df46c5c.fc.signal	0.247634	0.301879	0.452472	0.294332	0.351641	0.0492415	0	0	0	0	0	0	0	0	0	0	0	0.0204248	0.405937	0.51061	0.51061	0.182119	0	0	0	0	0.115888	0.166675	0.0657002	0	0	0	0	0	0	0	0	0	0	0	0	0.114537
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000980.8.62b0a8bc-bda1-41db-aa98-3c8af3513c34.fc.signal	1.22183	1.6546	0.893105	0	0	0.391663	0.520585	0.0607101	0.320768	0.0294701	0	0.743702	0.399859	0.507121	0.7809	0.809932	0.532409	0.657436	0.461694	0	0	0.042496	0.327386	0.02833	0.195482	1.04042	0.794394	0	0.067317	0.67317	0.376975	0	0	0	0	0.623815	0.828254	0.0800652	0	0	0.263688	0.614865
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000233.3.3299a56a-ce48-45d7-8505-1c5e17cfb4ce.fc.signal	0.906208	1.65373	1.26251	1.34421	1.27782	0.783451	0.253456	1.46183	1.39158	0.0804481	0	0	0	0	0	0	0.0283968	0.25056	0.488601	0.50113	0.369581	0.050112	0	0.0686487	0.691317	0.849092	0.996952	0.44881	0	0	0	0	0	0	0	0	0	0	0	0	0	0.392157
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000886.3.3df12257-2ff1-4988-bd44-5f814ae73907.fc.signal	0.789457	0.536905	1.10148	1.21455	0	0.030696	0.987342	0.73062	0.522671	0.208304	0.907703	0.740302	0	0.388068	0.518399	0.993141	0.330686	0.51143	0.593701	0.8718	0.655951	0.604922	0.23226	0.671517	0.822755	0.569197	0.83859	1.11789	1.46845	0.849343	0.586361	1.42457	0.566777	1.57077	0.752466	0.631592	0.749802	2.1205	1.54042	0.740765	0.991	0.539216
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.5297888b-bbdb-457e-a4df-2ac89d088d0f.fc.signal	0.272667	0.597332	0.612275	0	0	0	0.229231	0.417962	0.577114	0.33018	0.081594	0.138305	0.468135	0.144211	0.252969	1.27569	1.96143	2.78521	2.73513	1.58065	1.27911	1.08436	1.80183	2.28042	2.30428	1.83674	1.93248	1.95177	0.139112	0.324792	0.410854	0.748286	0.120011	0	0.465505	0.236373	0.711157	0.705497	1.46032	1.759	0.661099	0.496241
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000348.2.706de3b6-61ee-409c-b402-909c0204b7a0.fc.signal	1.26296	0.786592	0	0	0	0	0	0	0	0	0	0	1.06575	0.605184	0	0.795364	1.84103	2.66484	1.7276	0	0	0	0	0.0806238	1.44	1.50321	0.310994	0	0.723672	1.53848	0.690672	1.15008	1.78635	0.194847	0	0	0.0353616	1.3573	0.241879	0.394631	2.29135	0.546392
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.e75868b0-dba5-45b3-881f-efc56fc44793.fc.signal	0.2595	0.360225	1.45859	0.420508	0	0	0	0.482216	0.163809	0	0	0.115362	0.530676	0.399127	1.41418	1.28962	0.779843	0.80983	0.627236	0.626594	0.311051	0.04793	0.606408	0.70085	0.112109	0.98159	0.910867	1.12302	0.507596	0.684442	0.881285	0	0	0.115365	0.530679	0.0392133	1.47419	1.42952	2.05092	1.95173	0.0675614	0.291045
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003809.1.38db5e1e-b517-41f8-9299-1842dfc14577.fc.signal	0.256713	0.279624	0.254685	0.0964945	0.120624	0.121079	0.0008088	0	0.0863219	0.231621	0.333861	0.273428	0.260432	0.182602	0	0	0	0	0.0444638	0.421237	0.619918	0.495928	0.798355	1.03366	0.517953	0.381553	0.35388	0.148402	0.168444	0.274643	0.445712	0.198077	0.281065	0.341499	0.391688	0.16492	0.360891	0.239684	0.170321	0.374736	0.149877	0.275641
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.e1ceff31-c51b-464e-83d1-4e387350aef8.fc.signal	0.93828	0.93828	0.100083	0.193911	0.935935	0.713111	0	0	0.972314	2.815	1.60858	0.749222	1.89814	0.226625	0	0	0.629546	1.81668	1.20104	0.013404	0.527782	0.810675	0	0.309036	1.49952	1.54933	1.11478	1.77002	1.50843	0.769676	0.842323	0.137614	0	0.84727	0.237698	0.15638	2.7024	0.425389	0.0125104	1.7078	1.968	0.32
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001236.5.d952690d-5f0c-46d7-aa2b-a52bd090119f.fc.signal	0	0.306119	0.947815	1.41358	1.2109	0.397022	0.118189	0.490041	1.90173	0.664884	0	0.0796158	0.528099	0.330826	0.400292	0.483613	0.464937	0	0.145351	0.3908	0.789417	1.35341	0.915034	0.344319	0.83887	1.10701	2.24003	0.0807147	0	0	0	0	0	0	0	0	1.22527	0.2162	0	0	0.441203	0.352113
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001964.2.b9abc95f-c59c-4d46-808e-1317ac1e4406.fc.signal	1.75032	1.33804	0.843567	0.36747	0.239096	0.110151	0.124449	0.474853	0.5955	0.167251	0.0903176	0.463565	0.123205	0.0504737	0.929939	1.31206	0.823147	0.429471	0.318053	0.377535	0.495844	0.399869	0.250321	0.23343	0.358948	0.440422	0.11834	0.402456	0.709723	0.506022	0.162904	0	0.146378	0.43082	0.013196	0.314106	0.179456	0.0129713	0.538521	0.882998	0.204107	0.350877
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001004.4.4b6b76eb-d465-4aba-ae65-115bc492af90.fc.signal	0	0	0.192689	0.594046	0.568869	0.398172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272136	0.765577	0.896386	0.556172	0.0672285	0	0	0	0	0	0	0	0	0	0	0	0	0.375796
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001907.1.44c273dc-24c7-4e79-b228-7ff7c6ee7d07.fc.signal	0	0	0	0	0	0.209079	0.421118	0.327823	0.0372383	0.230879	0.477931	0.419733	0.398532	0.385447	0.0813413	0.0456115	0.327595	0.544743	0.460391	0.408123	0.62281	0.632012	0.351453	0.183505	0.350533	0.220039	0	0.207296	0.480487	0.632129	0.581152	0.177891	0.0336723	0.0969724	0.322568	0.0199027	0.0185272	0.252878	0.248226	0	0.0457987	0.286957
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000315.2.8b1ede7b-34f1-454d-b018-7c53e1e7ccf2.fc.signal	0	0	0	0	0	0	0	0.952989	4.23635	1.36306	0	0	0.973363	3.95033	2.14079	0.73813	0	1.40491	1.62755	1.20801	0	0.705622	1.30254	0	0	0	0	0	0	0	0	0	0	0	0	0.921611	0.646759	0.940321	0.283566	2.14327	1.62963	0.646048
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001956.2.c871d95c-ddfd-4bb4-92b3-f51bf93d4a52.fc.signal	0	0	0.591899	0.640725	0.609773	0.338027	0	0.35744	0.268475	0	0	0	0	0.433045	0.376421	0	0	0	0.548352	1.19445	0.917801	0.195206	0.200794	1.08332	0.952583	0.566146	0.113092	0	0	0	0	0	0	0	0	0.109479	2.43835	0.810785	0	0	0	0.322835
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000775.1.7eee63c3-1d39-4cd2-beb4-57ed344d2e60.fc.signal	0.845507	0.844454	0.688131	0.74252	0.95689	0.287307	0.225976	0.465754	0	0.304579	0.452825	0.609218	0.846833	0.346061	0.708231	0.38483	0.427289	0.335738	0.167167	0	0	0.133715	0.633044	0.780167	0.865689	0.521344	0.786427	0.617335	0.148379	0.137218	0.561324	0.512622	0.419496	0.0428228	0.372984	0.547101	1.16407	0.418811	0.389173	0	0	0.832
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.cd4534e8-8eb1-43de-b06d-b173d359a20b.fc.signal	0	0	0.0129565	0.548022	0.256866	0.237256	0.454783	0	0	0	0	0	0	0	0	0.243907	0.22833	0	0	0	0	0	0	0	0	0	0	0	0.20823	0.27764	0.340606	0.183253	0.468389	0.0166584	0	0	0	0	0.108839	0.194326	0.0564388	0.401575
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003821.3.da6c437f-abda-49d1-85e6-0f9a1e21a949.fc.signal	0.227605	0.477805	0.306623	0.20284	0	0.142481	0.262981	0.426853	0.199042	0.490301	0.780984	0.32973	0.0017584	0.504013	0.0776439	0.127698	0.420954	1.24814	1.37309	0.934398	0.46761	1.127	0.91563	0.374445	0.473259	0.634826	0.917019	1.25441	0.624684	0.312932	0.384034	0.0352458	0.598194	1.78898	0.192898	0.35871	1.98241	0.698652	0.362411	0.00904267	0.148427	0.461078
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.4e0e3ebc-98db-4359-b502-e370a14b1038.fc.signal	0.898888	0.815954	0.331434	0.0192881	0.26302	0.641663	0.28173	0.343769	0.240739	0.410394	0.476927	0.790361	0.803271	0	0.0434243	0.402278	0.354771	0.52621	0.147296	0	0.203889	0.493027	0.549869	0.225654	0	0.197265	0.278811	0.427952	0.140277	0.102286	0.681194	0.120938	0	0.0775931	0.384599	0.0251431	0	0.0606291	0.376505	0.410665	0.355231	0.422414
